grid: 120 celulas | passo=1
M0=14 colunas | M1=20 colunas

[ 61/120] gradient_boosting | quantil_0.80 | M1_com_vetor | h=1: 295 semanas (0.9 min)
[ 62/120] gradient_boosting | quantil_0.80 | M1_com_vetor | h=4: 292 semanas (0.9 min)
[ 63/120] gradient_boosting | quantil_0.80 | M1_com_vetor | h=8: 288 semanas (0.9 min)
[ 64/120] gradient_boosting | quantil_0.80 | M1_com_vetor | h=12: 284 semanas (0.8 min)
[ 65/120] gradient_boosting | quantil_0.85 | M0_sem_vetor | h=1: 307 semanas (0.8 min)
[ 66/120] gradient_boosting | quantil_0.85 | M0_sem_vetor | h=4: 304 semanas (0.7 min)
[ 67/120] gradient_boosting | quantil_0.85 | M0_sem_vetor | h=8: 300 semanas (0.7 min)
[ 68/120] gradient_boosting | quantil_0.85 | M0_sem_vetor | h=12: 296 semanas (0.7 min)
[ 69/120] gradient_boosting | quantil_0.85 | M1_com_vetor | h=1: 295 semanas (0.9 min)
[ 70/120] gradient_boosting | quantil_0.85 | M1_com_vetor | h=4: 292 semanas (0.9 min)
[ 71/120] gradient_boosting | quantil_0.85 | M1_com_vetor | h=8: 288 semanas (0.8 min)
[ 72/120] gradient_boosting | quantil_0.85 | M1_com_vetor | h=12: 284 semanas (0.8 min)
[ 73/120] gradient_boosting | quantil_0.90 | M0_sem_vetor | h=1: 307 semanas (0.7 min)
[ 74/120] gradient_boosting | quantil_0.90 | M0_sem_vetor | h=4: 304 semanas (0.7 min)
[ 75/120] gradient_boosting | quantil_0.90 | M0_sem_vetor | h=8: 300 semanas (0.7 min)
[ 76/120] gradient_boosting | quantil_0.90 | M0_sem_vetor | h=12: 296 semanas (0.7 min)
[ 77/120] gradient_boosting | quantil_0.90 | M1_com_vetor | h=1: 295 semanas (0.9 min)
[ 78/120] gradient_boosting | quantil_0.90 | M1_com_vetor | h=4: 292 semanas (0.8 min)
[ 79/120] gradient_boosting | quantil_0.90 | M1_com_vetor | h=8: 288 semanas (0.8 min)
[ 80/120] gradient_boosting | quantil_0.90 | M1_com_vetor | h=12: 284 semanas (0.8 min)
[ 81/120] lightgbm | padrao | M0_sem_vetor | h=1: 307 semanas (1.6 min)
[ 82/120] lightgbm | padrao | M0_sem_vetor | h=4: 304 semanas (1.5 min)
[ 83/120] lightgbm | padrao | M0_sem_vetor | h=8: 300 semanas (1.5 min)
[ 84/120] lightgbm | padrao | M0_sem_vetor | h=12: 296 semanas (1.5 min)
[ 85/120] lightgbm | padrao | M1_com_vetor | h=1: 295 semanas (1.5 min)
[ 86/120] lightgbm | padrao | M1_com_vetor | h=4: 292 semanas (1.5 min)
[ 87/120] lightgbm | padrao | M1_com_vetor | h=8: 288 semanas (1.5 min)
[ 88/120] lightgbm | padrao | M1_com_vetor | h=12: 284 semanas (1.4 min)
[ 89/120] lightgbm | quantil_0.70 | M0_sem_vetor | h=1: 307 semanas (1.4 min)
[ 90/120] lightgbm | quantil_0.70 | M0_sem_vetor | h=4: 304 semanas (1.4 min)
[ 91/120] lightgbm | quantil_0.70 | M0_sem_vetor | h=8: 300 semanas (1.3 min)
[ 92/120] lightgbm | quantil_0.70 | M0_sem_vetor | h=12: 296 semanas (1.3 min)
[ 93/120] lightgbm | quantil_0.70 | M1_com_vetor | h=1: 295 semanas (1.3 min)
[ 94/120] lightgbm | quantil_0.70 | M1_com_vetor | h=4: 292 semanas (1.3 min)
[ 95/120] lightgbm | quantil_0.70 | M1_com_vetor | h=8: 288 semanas (1.3 min)
[ 96/120] lightgbm | quantil_0.70 | M1_com_vetor | h=12: 284 semanas (1.2 min)
[ 97/120] lightgbm | quantil_0.80 | M0_sem_vetor | h=1: 307 semanas (1.3 min)
[ 98/120] lightgbm | quantil_0.80 | M0_sem_vetor | h=4: 304 semanas (1.3 min)
[ 99/120] lightgbm | quantil_0.80 | M0_sem_vetor | h=8: 300 semanas (1.3 min)
[100/120] lightgbm | quantil_0.80 | M0_sem_vetor | h=12: 296 semanas (1.2 min)
[101/120] lightgbm | quantil_0.80 | M1_com_vetor | h=1: 295 semanas (1.3 min)
[102/120] lightgbm | quantil_0.80 | M1_com_vetor | h=4: 292 semanas (1.2 min)
[103/120] lightgbm | quantil_0.80 | M1_com_vetor | h=8: 288 semanas (1.2 min)
[104/120] lightgbm | quantil_0.80 | M1_com_vetor | h=12: 284 semanas (1.2 min)
[105/120] lightgbm | quantil_0.85 | M0_sem_vetor | h=1: 307 semanas (1.2 min)
[106/120] lightgbm | quantil_0.85 | M0_sem_vetor | h=4: 304 semanas (1.2 min)
[107/120] lightgbm | quantil_0.85 | M0_sem_vetor | h=8: 300 semanas (1.2 min)
[108/120] lightgbm | quantil_0.85 | M0_sem_vetor | h=12: 296 semanas (1.2 min)
[109/120] lightgbm | quantil_0.85 | M1_com_vetor | h=1: 295 semanas (1.2 min)
[110/120] lightgbm | quantil_0.85 | M1_com_vetor | h=4: 292 semanas (1.3 min)
[111/120] lightgbm | quantil_0.85 | M1_com_vetor | h=8: 288 semanas (1.2 min)
[112/120] lightgbm | quantil_0.85 | M1_com_vetor | h=12: 284 semanas (1.1 min)
[113/120] lightgbm | quantil_0.90 | M0_sem_vetor | h=1: 307 semanas (1.1 min)
[114/120] lightgbm | quantil_0.90 | M0_sem_vetor | h=4: 304 semanas (1.1 min)
[115/120] lightgbm | quantil_0.90 | M0_sem_vetor | h=8: 300 semanas (1.1 min)
[116/120] lightgbm | quantil_0.90 | M0_sem_vetor | h=12: 296 semanas (1.1 min)
[117/120] lightgbm | quantil_0.90 | M1_com_vetor | h=1: 295 semanas (1.1 min)
[118/120] lightgbm | quantil_0.90 | M1_com_vetor | h=4: 292 semanas (1.1 min)
[119/120] lightgbm | quantil_0.90 | M1_com_vetor | h=8: 288 semanas (1.0 min)
[120/120] lightgbm | quantil_0.90 | M1_com_vetor | h=12: 284 semanas (1.0 min)

GRID CONCLUIDO: 120 de 120 | falhas: 0
tempo total: 158.4 min (2.6 h)
previsoes em: /Users/viniciusguerra/Library/CloudStorage/GoogleDrive-vinigm@gmail.com/Meu Drive/Mestrado/Pesquisa/Meu_Projeto/analises/2026-08-30_grid_completo/saidas/grid_previsoes_parciais.csv
