data,h,real,pred
2018-02-18,1,0.0,1.0
2018-02-25,1,0.0,0.0
2018-03-04,1,0.0,0.0
2018-03-11,1,0.0,0.0
2018-03-18,1,0.0,0.0
2018-03-25,1,0.0,0.0
2018-04-01,1,1.0,0.0
2018-04-08,1,0.0,1.0
2018-04-15,1,0.0,0.0
2018-04-22,1,0.0,0.0
2018-04-29,1,0.0,0.0
2018-05-06,1,0.0,0.0
2018-05-13,1,0.0,0.0
2018-05-20,1,0.0,0.0
2018-05-27,1,0.0,0.0
2018-06-03,1,0.0,0.0
2018-06-10,1,0.0,0.0
2018-06-17,1,0.0,0.0
2018-06-24,1,0.0,0.0
2018-07-01,1,0.0,0.0
2018-07-08,1,0.0,0.0
2018-07-15,1,1.0,0.0
2018-07-22,1,0.0,1.0
2018-07-29,1,0.0,0.0
2018-08-05,1,0.0,0.0
2018-08-12,1,0.0,0.0
2018-08-19,1,0.0,0.0
2018-08-26,1,0.0,0.0
2018-09-02,1,0.0,0.0
2018-09-09,1,0.0,0.0
2018-09-16,1,0.0,0.0
2018-09-23,1,0.0,0.0
2018-09-30,1,0.0,0.0
2018-10-07,1,0.0,0.0
2018-10-14,1,0.0,0.0
2018-10-21,1,0.0,0.0
2018-10-28,1,0.0,0.0
2018-11-04,1,0.0,0.0
2018-11-11,1,0.0,0.0
2018-11-18,1,0.0,0.0
2018-11-25,1,0.0,0.0
2018-12-02,1,0.0,0.0
2018-12-09,1,0.0,0.0
2018-12-16,1,0.0,0.0
2018-12-23,1,1.0,0.0
2018-12-30,1,0.0,1.0
2019-01-06,1,2.0,0.0
2019-01-13,1,1.0,2.0
2019-01-20,1,0.0,1.0
2019-01-27,1,0.0,0.0
2019-02-03,1,1.0,0.0
2019-02-10,1,1.0,1.0
2019-02-17,1,1.0,1.0
2019-02-24,1,5.0,1.0
2019-03-03,1,7.0,5.0
2019-03-10,1,8.0,7.0
2019-03-17,1,18.0,8.0
2019-03-24,1,22.0,18.0
2019-03-31,1,21.0,22.0
2019-04-07,1,53.0,21.0
2019-04-14,1,45.0,53.0
2019-04-21,1,38.0,45.0
2019-04-28,1,47.0,38.0
2019-05-05,1,64.0,47.0
2019-05-12,1,47.0,64.0
2019-05-19,1,20.0,47.0
2019-05-26,1,11.0,20.0
2019-06-02,1,16.0,11.0
2019-06-09,1,22.0,16.0
2019-06-16,1,18.0,22.0
2019-06-23,1,10.0,18.0
2019-06-30,1,1.0,10.0
2019-07-07,1,2.0,1.0
2019-07-14,1,0.0,2.0
2019-07-21,1,0.0,0.0
2019-07-28,1,1.0,0.0
2019-08-04,1,1.0,1.0
2019-08-11,1,0.0,1.0
2019-08-18,1,0.0,0.0
2019-08-25,1,1.0,0.0
2019-09-01,1,0.0,1.0
2019-09-08,1,0.0,0.0
2019-09-15,1,0.0,0.0
2019-09-22,1,3.0,0.0
2019-09-29,1,0.0,3.0
2019-10-06,1,0.0,0.0
2019-10-13,1,0.0,0.0
2019-10-20,1,0.0,0.0
2019-10-27,1,0.0,0.0
2019-11-03,1,0.0,0.0
2019-11-10,1,0.0,0.0
2019-11-17,1,0.0,0.0
2019-11-24,1,0.0,0.0
2019-12-01,1,1.0,0.0
2019-12-08,1,0.0,1.0
2019-12-15,1,0.0,0.0
2019-12-22,1,1.0,0.0
2019-12-29,1,2.0,1.0
2020-01-05,1,4.0,2.0
2020-01-12,1,2.0,4.0
2020-01-19,1,3.0,2.0
2020-01-26,1,3.0,3.0
2020-02-02,1,2.0,3.0
2020-02-09,1,1.0,2.0
2020-02-16,1,4.0,1.0
2020-02-23,1,4.0,4.0
2020-03-01,1,3.0,4.0
2020-03-08,1,1.0,3.0
2020-03-15,1,0.0,1.0
2020-03-22,1,1.0,0.0
2020-03-29,1,2.0,1.0
2020-04-05,1,3.0,2.0
2020-04-12,1,1.0,3.0
2020-04-19,1,0.0,1.0
2020-04-26,1,0.0,0.0
2020-05-03,1,0.0,0.0
2020-05-10,1,1.0,0.0
2020-05-17,1,0.0,1.0
2020-05-24,1,0.0,0.0
2020-05-31,1,0.0,0.0
2020-06-07,1,0.0,0.0
2020-06-14,1,0.0,0.0
2020-06-21,1,0.0,0.0
2020-06-28,1,0.0,0.0
2020-07-05,1,0.0,0.0
2020-07-12,1,0.0,0.0
2020-07-19,1,0.0,0.0
2020-07-26,1,0.0,0.0
2020-08-02,1,0.0,0.0
2020-08-09,1,0.0,0.0
2020-08-16,1,0.0,0.0
2020-08-23,1,0.0,0.0
2020-08-30,1,0.0,0.0
2020-09-06,1,0.0,0.0
2020-09-13,1,0.0,0.0
2020-09-20,1,0.0,0.0
2020-09-27,1,0.0,0.0
2020-10-04,1,0.0,0.0
2020-10-11,1,0.0,0.0
2020-10-18,1,0.0,0.0
2020-10-25,1,0.0,0.0
2020-11-01,1,0.0,0.0
2020-11-08,1,0.0,0.0
2020-11-15,1,0.0,0.0
2020-11-22,1,0.0,0.0
2020-11-29,1,0.0,0.0
2020-12-06,1,0.0,0.0
2020-12-13,1,0.0,0.0
2020-12-20,1,0.0,0.0
2020-12-27,1,0.0,0.0
2021-01-03,1,0.0,0.0
2021-01-10,1,0.0,0.0
2021-01-17,1,0.0,0.0
2021-01-24,1,0.0,0.0
2021-01-31,1,0.0,0.0
2021-02-07,1,0.0,0.0
2021-02-14,1,2.0,0.0
2021-02-21,1,0.0,2.0
2021-02-28,1,1.0,0.0
2021-03-07,1,0.0,1.0
2021-03-14,1,1.0,0.0
2021-03-21,1,1.0,1.0
2021-03-28,1,9.0,1.0
2021-04-04,1,12.0,9.0
2021-04-11,1,12.0,12.0
2021-04-18,1,8.0,12.0
2021-04-25,1,7.0,8.0
2021-05-02,1,9.0,7.0
2021-05-09,1,5.0,9.0
2021-05-16,1,0.0,5.0
2021-05-23,1,1.0,0.0
2021-05-30,1,1.0,1.0
2021-06-06,1,0.0,1.0
2021-06-13,1,0.0,0.0
2021-06-20,1,0.0,0.0
2021-06-27,1,1.0,0.0
2021-07-04,1,0.0,1.0
2021-07-11,1,1.0,0.0
